2,1,128.84668159148322,291.11961669921874,397.87423325258044,788.4608520507812,1,-1,-1,-1
2,2,563.7601935833073,287.10419921875,281.3355820716666,781.845361328125,1,-1,-1,-1
2,3,84.88298871345238,364.58978271484375,101.36303410873975,276.63062744140626,1,-1,-1,-1
2,4,950.1682622327028,349.9272705078125,83.48619281975061,244.24986572265624,1,-1,-1,-1
2,5,1561.1298229660158,360.30401000976565,88.76200934140563,253.12351684570314,1,-1,-1,-1
2,6,870.1168647247035,361.1024658203125,66.94627543340536,212.79183349609374,1,-1,-1,-1
2,7,1605.0361576423866,324.0605407714844,311.3556876449145,750.7398193359375,1,-1,-1,-1
2,8,1625.8672228835476,334.0878234863281,91.42241458446712,269.41948852539065,1,-1,-1,-1
2,9,1018.4665437118003,367.2624877929687,69.52362644358654,197.60738525390624,1,-1,-1,-1
2,10,4.352947818288744,373.4721374511719,51.10084760377896,157.61663208007812,1,-1,-1,-1
2,11,739.4200945811356,354.72996215820314,127.56604863069768,372.6434387207031,1,-1,-1,-1
2,12,41.04924721354738,370.98011474609376,79.51363478433102,256.34881591796875,1,-1,-1,-1
2,13,1302.9136963879569,333.9786010742188,89.90905741939858,239.10125732421875,1,-1,-1,-1
2,14,571.973664508072,380.3500244140625,97.91135018307486,311.9015258789062,1,-1,-1,-1
2,15,822.8521747754811,366.8298400878906,58.80539165997528,178.0452087402344,1,-1,-1,-1
3,1,118.25877469891861,282.00585828725724,401.0352019315293,796.419931687264,1,-1,-1,-1
3,2,570.0520569746224,286.5274033745189,281.5808399499984,782.9472524535332,1,-1,-1,-1
3,3,84.52179432643103,364.3550292227827,101.04649576849584,275.9318377751207,1,-1,-1,-1
3,4,944.2373826431588,359.1611442144639,73.14909201924104,214.34213529305993,1,-1,-1,-1
3,5,1561.6134873356273,357.4156413505804,90.12824110324506,256.95921119137324,1,-1,-1,-1
3,6,870.4673002768791,360.9744450883618,67.07881468120263,213.23568388729993,1,-1,-1,-1
3,7,1602.689791223244,329.4444394400811,310.65996420013704,748.587608319721,1,-1,-1,-1
3,8,1631.2150447487115,333.06849537018104,90.84129374317716,267.5085564358052,1,-1,-1,-1
